"","x"
"61",1018.44392422126
"62",1013.79740291425
"63",847.682486190241
"64",565.658118586533
"65",629.470113310231
"66",1129.50214170419
"67",1061.53714372481
"68",1042.38229221415
"69",1037.62655513759
"70",867.607132813338
